age,male,_2015_1,_2015_2,_2015_3,_2015_4,_2016_1,_2016_2,_2016_3,_2016_4,_2017_1,_2017_2,_2017_3,_2017_4,_2018_1,_2018_2,_2018_3,_2018_4,_2019_1,_2019_2,_2019_3,_2019_4,_2020_1,_2020_2,_2020_3,_2020_4,_2021_1,_2021_2,_2021_3,_2021_4,_2022_1,_2022_2,_2022_3,_2022_4,_2023_1,_2023_2,_2023_3,_2023_4,_2024_1,_2024_2,_2024_3,_2024_4,_2025_1,_2025_2,_2025_3,_2025_4,_2026_1,_2026_2,_2026_3,_2026_4,_2027_1,_2027_2,_2027_3,_2027_4,_2028_1,_2028_2,_2028_3,_2028_4,_2029_1,_2029_2,_2029_3,_2029_4,_2030_1,_2030_2,_2030_3,_2030_4,_2031_1,_2031_2,_2031_3,_2031_4,_2032_1,_2032_2,_2032_3,_2032_4,_2033_1,_2033_2,_2033_3,_2033_4,_2034_1,_2034_2,_2034_3,_2034_4,_2035_1,_2035_2,_2035_3,_2035_4,_2036_1,_2036_2,_2036_3,_2036_4,_2037_1,_2037_2,_2037_3,_2037_4,_2038_1,_2038_2,_2038_3,_2038_4,_2039_1,_2039_2,_2039_3,_2039_4,_2040_1,_2040_2,_2040_3,_2040_4
40,True,178804,178568,178568,182568,182568,180881,180819,179286,179155,179044,179044,149716,149716,149716,149716,174173,174173,174173,173937,162502,162502,162502,162502,188217,188217,188217,188217,213754,213754,213754,213754,188289,188199,188056,187910,194249,194249,193591,193591,208841,208841,208841,208841,184727,184727,184727,184727,208944,208944,208944,208944,166227,164773,164578,164578,197442,197442,197318,197318,210056,210056,210056,209184,217170,217170,217170,217170,207891,207606,207606,207606,244559,244559,244559,244559,227665,227665,227665,227665,248463,248463,248463,248463,253408,253408,253247,253247,280569,279952,279952,279952,228383,228383,228383,228383,232596,232596,232596,232596,227241,227241,227241,227241,246069
41,True,147787,147787,147337,178313,178313,178313,178313,180819,180819,180819,180819,179044,178848,178848,178699,149716,149510,149510,149341,173937,173824,173824,173824,162502,162502,162502,162502,188217,188217,188217,188217,213754,213754,213754,213754,187910,187910,187786,187786,193530,193530,193530,193530,208616,208616,208616,208616,184727,184727,184727,184727,208944,208944,208303,208303,164578,164578,164578,164578,197318,196731,196466,195798,209184,209184,209184,209184,217086,217086,217086,217086,207606,207459,207048,206598,244559,244559,244559,244559,227665,227665,227665,227569,248463,248373,248373,248151,253247,253247,253247,253247,279952,279952,279952,279952,228383,228383,228383,228383,232596,232596,232509,232509,227241
42,True,172697,172697,172697,147337,145856,145232,145232,178130,178130,178130,178130,180693,180693,180693,180267,178699,178699,178699,178699,149341,149341,149341,149200,173824,173824,173824,173824,162502,162502,162502,162502,187911,187644,187644,187181,213754,213754,213754,213754,187786,187208,186655,186330,192484,192343,192343,192343,207580,207580,207580,207580,184727,184247,184137,184137,208303,208303,208303,208303,164578,164578,164578,164578,195798,195637,195637,195637,209184,209184,209015,209015,217086,217086,216756,216756,206598,206598,206598,206532,244559,244559,244559,244559,227569,227569,227569,227569,248151,248151,248151,248151,253247,253247,253247,253247,279952,279819,279819,279735,228383,228383,228383,228383,232509
43,True,156323,156323,156323,172697,172697,172697,172697,145232,145232,145232,145232,177470,177470,177336,177336,180267,180267,180267,180267,178699,178699,178699,178699,149200,149200,148860,148860,173276,173276,173276,173276,162366,162366,162031,162031,186671,186561,186561,186253,213754,213674,213674,213674,185679,184688,184688,184688,192343,192343,192343,192343,207580,207580,207580,207580,183977,183977,183977,183977,208303,208303,208303,208303,164578,164578,164578,164578,195637,195269,195269,195269,209015,209015,209015,209015,216756,216650,216650,216650,206351,206351,206351,206351,244559,244559,244559,244559,226077,226077,226077,226077,248151,248151,248151,248037,253247,253247,253247,253247,279735,279735,279735,279735,228383
44,True,159873,159873,159873,156323,156323,156323,156323,172697,172451,172451,172451,145181,145181,145181,145181,177243,177243,177243,176061,180267,180267,179846,179846,178699,177410,177410,177367,148860,148860,148463,148463,173276,173276,173276,173276,162031,162031,161504,161504,186253,185603,185603,185350,212190,210630,210630,210329,184688,184688,184688,184688,192343,192132,192132,192034,207580,207580,207580,207580,183977,183977,183627,183627,205819,205819,205819,205819,162940,162940,162940,162814,195269,195269,195269,195269,209015,209015,209015,209015,216650,216650,216650,216650,206351,206351,206351,206351,244559,244559,244559,244559,226077,226077,226077,223514,248037,247735,247735,247735,253179,253179,253179,253179,279075
45,True,147596,147596,147596,159873,159873,159723,159723,156323,156114,156114,156114,171281,171281,171175,171175,145181,145023,144903,142937,176061,176061,175329,175329,179846,179846,179846,179846,177367,177367,177367,177367,148463,148463,148221,148221,173126,173126,172904,172635,161504,161416,160437,160437,185350,185350,185350,185350,210329,210205,210205,210060,184688,184540,184077,184077,192034,191961,191651,191651,207580,207580,207580,207580,182792,182792,182792,182792,205819,205819,205819,205819,162814,162322,162322,162322,194761,194761,194625,194419,209015,208896,208775,208775,216650,216650,216271,214516,206297,206297,206297,204516,243500,243500,243500,243285,223514,223514,223514,223514,246125,246125,246125,245505,252583
46,True,115909,115749,115749,147596,147596,147596,147596,159610,159610,159610,159610,156114,154999,154999,154865,171175,171052,171052,171052,142937,142746,142746,141413,175329,175142,175142,175142,179760,179760,179760,179760,177367,175755,175755,175755,148221,148221,148221,148221,172635,172635,172562,172562,160437,160318,160318,160099,185350,185350,184221,184124,209896,209728,209728,209728,184077,184077,184077,184077,191651,191651,191557,191557,207470,207470,207470,207470,182792,182792,182792,182404,205819,205819,205749,205749,162125,161982,161982,161853,194419,194419,194419,194419,208775,208775,208612,208387,213931,212061,212061,212061,204516,204516,204516,204330,243285,243285,241237,241035,223514,223514,223514,223514,245505
47,True,138695,138470,138470,115749,115749,115749,115749,147481,146919,145007,145007,159610,159610,159610,159610,154865,154865,154865,154865,171052,171052,170558,170558,141232,141232,141232,141232,175142,174907,174907,174907,178240,178240,178111,178021,175755,175755,175755,175755,148221,148221,148221,148221,172562,172276,172276,172276,159980,159567,159268,159071,183103,183103,183103,183103,209728,209728,208366,208366,183899,183899,183899,183753,191305,191305,191305,191305,207470,207085,207085,207085,182404,182404,182404,182214,205749,205661,205661,205661,160170,160170,159966,159642,194419,194419,194419,194419,206559,206349,206349,206349,212061,210455,210346,210087,204330,204330,204281,204281,241035,241035,241035,241035,222147
48,True,129506,129315,129315,138470,136858,136750,136750,115437,115437,115437,115437,145007,145007,145007,145007,159610,159193,159193,159193,154865,154591,154591,154591,170558,170558,170558,170558,141232,141122,141122,141122,174907,174555,174555,174359,177740,177740,177740,177740,175539,175277,175277,175186,148221,148030,148030,148030,172276,172276,172065,172065,158329,158329,157684,157684,181619,181237,181069,180870,208366,208204,206963,206963,183533,183533,183407,183407,191305,191305,191305,191117,207085,206950,206517,206517,182214,180354,180354,180327,203645,203645,203645,203645,159642,159642,159642,159496,194202,193387,193326,193211,206140,206140,206140,206140,209921,209921,209921,209921,204281,204281,204056,204056,241035
49,True,126592,126592,126456,129315,129315,129315,129315,136750,136750,136750,136750,115437,115437,115329,115329,145007,145007,145007,145007,159063,159063,158752,158752,154591,154141,154141,154141,170558,170349,170349,170349,141122,141122,141122,141122,171776,171561,171561,170153,177740,177740,177636,177636,175186,173937,173937,173937,147354,147354,147354,147354,172065,172065,172065,171555,157684,157534,157534,157534,180870,180870,180870,180870,206963,206963,206963,206963,183407,183407,183407,183017,191117,191117,190683,190683,206517,206517,206314,206217,180327,180327,179940,179940,203645,203645,203645,203645,157640,157527,157527,157304,193043,193043,192772,191758,205896,205896,205722,205722,209921,209921,209921,209807,203953
50,True,129696,128011,127808,126456,125628,125628,125628,128829,128829,128829,128702,136550,136550,135312,135121,115329,115329,115329,115329,145007,144639,142904,142532,158534,158534,158443,158114,154141,154141,154141,153718,169119,168390,168390,167732,141008,140689,139430,139141,168430,168430,168430,168135,177581,177581,177581,176163,173937,173937,173655,173655,147354,147354,147063,147063,171555,171555,170978,170731,157260,157260,157260,156897,180744,180366,180087,180087,206453,206407,206407,206407,183017,183017,182426,181765,190576,190341,190341,188553,206217,204908,204177,204177,179848,179848,179741,179741,202132,202132,202056,201814,157304,156880,156754,156754,191297,191297,191168,190732,205529,205397,203527,203527,209807
51,True,127627,126978,126752,127656,127656,127656,127472,125628,125628,125628,125628,128702,128433,128433,128222,135121,135121,135121,135121,114785,114785,114785,114785,140721,140272,140166,140166,158114,158114,157953,157165,153718,153614,153614,153614,167732,167245,166582,166582,139141,139141,139141,138916,168135,167851,167851,167851,176163,176087,176087,175748,173522,173522,172982,172763,146827,146827,146827,146827,170731,169109,168942,168257,156818,156818,156693,156693,180087,179324,179324,179324,206407,206407,206407,206407,181765,181765,181639,181639,188393,188164,188164,188069,203951,203951,203178,203178,179741,179563,179441,179333,201814,201814,201814,199752,156599,156599,155376,154745,190732,189285,189130,189130,203527
52,True,129960,129960,129960,126752,124960,124960,124960,127192,127192,127192,126269,125575,125575,125575,125575,128222,128222,128222,128222,135121,134370,134370,134244,114785,114785,114671,113987,140066,140066,139932,139844,157165,157165,157008,157008,153614,153390,153390,153390,166240,166240,166240,166240,138366,138124,138003,138003,167526,167526,167526,167526,175748,175448,175448,175448,172763,172763,171013,170667,146068,146068,145986,145986,168257,168257,168257,168257,156434,156302,156302,156302,179202,179202,179202,179202,205705,205705,205451,205451,181364,180674,180674,180674,186410,186410,186171,186171,202954,202827,202633,202633,179333,179333,179333,178744,199652,199652,199536,199536,154745,154647,154299,154043,189130
53,True,121461,121461,120800,129960,128202,127974,127974,123472,123238,123238,123238,126089,125973,125973,125514,125575,125575,125575,125575,127956,127956,127768,127466,134244,134244,134173,132581,112846,112846,112846,112846,139738,139738,139738,139482,157008,157008,157008,157008,153286,153038,152144,152144,166240,166240,166240,165486,138003,137698,137698,137698,167364,167364,167269,166899,175137,173924,173924,173790,170053,170053,170053,170053,145986,145986,145986,145442,168257,168010,167831,167831,155986,155859,155859,155063,179202,179202,179202,179088,205358,205079,204820,204693,180674,179084,178980,178980,186171,186171,186171,186171,201934,201934,201934,201934,178744,178744,178744,178568,199321,199321,198139,197849,154043
54,True,132798,132615,132461,120800,120740,120644,120644,127974,127974,127861,127686,123238,123132,122731,122731,125514,125514,125514,125514,125575,125575,125444,125444,127033,127033,127033,126715,132581,132581,132581,132581,112846,112638,112638,112638,139482,139482,139196,139196,155747,155508,155379,155379,152144,152144,152077,152077,165247,165032,164914,164816,137698,137698,137031,136975,166899,166899,166899,166759,173790,173554,173554,173554,170053,170053,170053,168374,145442,143499,143499,143499,167704,167248,167248,167248,155063,155063,155063,155063,178849,178849,178849,178849,204693,204693,204693,204217,178980,178980,178980,177470,186171,186171,186171,184724,200136,200136,199979,199979,178568,178240,178240,177939,197849
55,True,120187,119649,119297,132331,130911,130699,130647,120521,120393,120393,120011,125153,125153,125077,125077,121321,121321,121321,121321,125514,125433,125312,125312,125444,125342,125049,124954,126594,126367,126253,126253,132471,132261,132129,131312,112638,112638,111224,110905,139196,137574,137296,137296,155379,155163,155163,155056,151956,151956,151956,150629,164467,164467,164467,164317,136975,136468,136261,135938,166584,166584,165827,165588,171797,171797,171797,171426,168261,167950,167691,167691,142624,142420,142237,142075,166963,166779,165985,164964,154873,154776,154776,154776,178314,178314,177600,177489,204146,204000,203863,203625,175887,175887,175784,175669,184521,184212,183473,183473,199028,198675,198530,198404,176162
56,True,102717,102620,101424,119019,118873,118103,118103,128699,127231,127022,126763,119951,118593,118593,118345,125000,124805,124805,124805,121321,121321,121199,121026,125312,125188,125090,124971,124954,124668,124486,124486,126253,126253,126253,126055,131312,131192,131192,130846,110141,109560,109560,109560,137296,137017,136342,135497,154950,154698,153764,153764,149058,149058,148997,148997,164072,162406,162286,161604,135744,135682,135682,135682,164993,163630,163509,161267,171426,170857,170857,170857,167422,167236,167047,165685,142075,141421,141130,140848,164964,164964,164750,164398,154679,154679,154075,153970,177313,176995,176242,176021,203494,202819,202643,202520,175669,175283,175283,175283,182711,182459,182371,182060,198203
57,True,108844,107913,107723,101334,101334,101120,101120,117975,117975,117788,117681,126763,125498,125309,125088,118112,116535,116419,116419,123351,123200,123200,123135,120318,120318,120318,119879,124971,123894,123816,123528,124391,124391,124391,124146,126055,125554,125322,124992,130651,130651,130651,130579,107986,107986,106696,106577,135497,135497,135064,134756,152178,151512,151512,151103,148997,148997,148935,148390,161471,161260,161260,161260,135682,135461,135337,135337,161267,160567,158717,158596,170233,170233,169968,167215,165685,165356,164805,164711,140848,140848,140733,140626,163904,162912,162804,161667,153852,153084,152313,151194,176021,175479,175277,175201,202520,202398,202263,201762,174956,174397,174031,174031,182060
58,True,117633,115800,115800,107723,107408,107262,107262,100473,100334,99869,99869,117080,116106,114360,113852,124943,124943,124943,124943,116177,116084,115926,115550,123135,122167,122099,120944,119701,119701,119363,119189,123421,123283,122946,122835,121356,121356,120620,120282,124992,124653,124653,124653,130447,130034,129848,129848,105839,105645,105645,105645,134756,134568,134460,134460,150828,150163,149809,149682,148157,147635,147635,147506,161260,161011,160802,160691,135337,135337,135337,135188,158388,158255,158255,158114,167215,167215,167003,166893,164584,164110,163975,163720,140537,140488,140488,140341,161461,161461,161461,161461,151194,150428,150428,150428,174884,174775,174366,173840,201190,201031,201031,200880,172819
59,True,91724,91724,91643,114179,114105,113221,113221,107262,107137,105920,105845,99678,99678,99478,99404,112666,112580,112580,111766,124943,124723,124263,124263,115550,115142,115059,114988,120809,120665,120665,119543,119189,119189,117651,117178,122579,122533,122533,122224,120168,120168,120168,120168,124653,123067,122857,122857,129432,128854,128638,127451,105410,105247,105247,105112,134251,134251,134057,133690,147946,147107,147107,147107,147506,146895,146895,146895,160691,159513,159513,159225,135188,135188,134588,134488,158114,158114,158114,158017,166745,166745,166536,166536,163720,163720,162928,162928,140270,140130,140130,139851,161338,161287,161287,160012,150331,149864,149744,149627,173528,173295,173295,173196,200880
60,True,120260,120099,119694,91055,90790,90790,90638,112978,112867,112710,112455,105743,105188,105114,104485,97693,97594,97554,97554,111665,111455,111373,111251,124164,123988,123565,122105,114467,113910,113489,112485,118727,118516,118283,118074,117080,116968,116706,116363,122037,121930,121175,119736,120076,119955,118896,118711,122228,121505,120029,119700,127350,125626,124603,124501,105062,104808,104586,104294,132155,132047,130553,130432,145954,145845,145746,145573,146209,145649,144687,144580,159126,159033,158413,158153,134391,134095,132921,132506,157726,156963,156496,156012,166309,164588,163985,163799,162628,161901,159273,159129,139727,139585,139224,139037,159809,158944,158853,158748,149379,149266,149160,149071,172954
61,True,90184,90023,89599,119243,118327,118079,117953,90458,90181,89849,89334,112258,112043,111908,111759,104163,104061,104061,103877,97309,97214,96550,96396,111136,110829,110623,110492,122001,121899,121839,121443,112060,111948,111587,111404,117770,117676,117468,116561,116238,115983,115856,115626,117898,117739,117141,116665,118645,116866,116671,116554,119473,119296,119177,118484,124444,124183,123959,123721,103602,103499,103201,103080,130176,130046,129787,129678,145448,144694,143057,142545,144424,143802,143700,143543,157574,156782,156677,156023,132410,131699,130973,130915,155494,155210,154998,154445,163667,163509,163264,163086,158582,158173,156924,156876,138764,138294,138178,138052,158137,157423,157314,156896,148912
62,True,103614,103371,103137,89200,89103,88906,88906,117157,115742,115526,114981,89334,89097,89023,88894,109902,109902,109902,109902,103877,103657,102831,102685,96180,94602,92349,92349,110046,109880,109148,109079,120630,120556,118978,118237,111275,111050,110935,110631,116328,115644,115447,115092,115484,115229,114990,114486,114728,114299,114009,113825,116036,116036,115756,115370,117117,116923,116691,116535,121987,121739,121364,120644,102657,102528,102222,102017,129678,129437,129225,128515,141870,141755,141099,140966,142144,141944,141944,141771,155890,155806,155019,153816,130623,130091,130091,129589,153839,153739,152402,152288,161585,160903,160494,160428,156525,156255,156131,156015,137779,137571,137355,137038,156692
63,True,104366,103568,103517,102855,102502,102258,102157,88705,88452,87781,85951,114810,114534,114383,114148,88812,88289,88289,88179,109391,109234,108831,106831,102226,101975,101860,101479,92077,91417,91248,91202,109018,108698,108088,107548,117980,117765,117527,117288,110423,110284,110218,110114,113789,113718,113684,113570,114486,114288,114177,113589,113696,112473,111896,111779,115245,114522,114097,113968,116399,116042,115425,115195,120038,119983,119527,119476,101455,100793,100619,99147,128393,128192,128192,127524,139441,139268,139079,138919,141628,141519,141393,141182,153764,151950,151845,151763,128823,128515,126640,126640,152195,152078,151755,151559,159744,159541,159436,159315,155892,155575,155389,154715,136983
64,True,94918,94617,94499,103235,102839,102778,101479,101791,101466,99562,99370,85951,85951,83972,83826,112801,112608,112501,112308,87864,87864,85942,85942,106760,105125,104379,103731,101037,100642,100351,99941,91107,90965,90965,90965,107346,107258,106427,105993,115424,115226,115080,113289,109855,109666,109333,109077,113350,113246,112531,111936,112906,112841,112726,112651,111704,111459,111168,110582,112471,112471,112228,112228,114862,114744,114551,114258,117939,117939,117721,117626,99075,98617,97109,96958,127405,127038,126788,126691,138617,138485,136622,136276,139484,139220,139026,137659,151551,151448,150858,150527,125080,124862,124612,123449,151330,151220,149907,149459,158771,158658,158526,158312,154462
65,True,110904,110380,110270,92686,92560,91898,91445,101371,100926,100298,100185,98842,98072,97368,97066,83106,82717,82646,82646,112206,111867,111112,108982,85771,85515,85351,85234,103001,102742,98913,98424,99698,99506,99216,99141,90639,90336,89900,89778,105658,105511,105387,105101,111606,111505,109532,109318,108189,107204,107082,106904,111841,111460,111292,110400,112150,111765,111515,111173,110386,110126,109995,109485,112143,111808,111591,110865,113646,113296,113149,111549,117496,116099,115841,115516,96829,96455,96180,96008,124999,123869,123742,122900,136165,135499,135210,134447,137603,135845,135716,135361,150321,149697,149581,149338,123326,123185,122972,122882,149057,148384,148204,147953,158124
66,True,71426,71055,70687,109889,108357,107114,106850,91301,90684,88754,88416,99518,98995,98926,98738,96523,96108,95454,94607,82646,81059,80920,80403,108615,108310,108112,107364,84063,82476,82254,82128,98294,98148,98018,97879,97910,97348,95692,94825,89668,88423,88105,88014,103999,103616,103513,103339,107898,107725,106119,105657,106669,106553,106381,105929,110290,110018,109936,109603,110779,110546,110435,109759,109159,109099,108931,108706,109991,109857,109609,109299,110886,110612,109654,109003,114090,113986,113352,113252,95799,95660,95556,93044,121593,121427,121013,119687,133726,133568,133198,133073,134532,133295,133240,132355,149215,149011,148376,148111,122658,120894,120578,120126,146215
67,True,83530,83230,82973,70199,69888,69784,69543,106548,106402,105466,103814,88289,87757,87719,87287,98662,98662,98662,98662,93446,93159,91864,91648,80021,79912,79620,78838,105608,105514,103321,103235,81846,81403,80184,80011,97660,96950,95869,95522,92693,91975,91867,91746,87552,87419,86508,86412,103043,102806,102687,101484,105252,105154,104859,104595,105626,105506,105410,105166,108347,107940,107847,107543,109393,108928,108797,108688,108140,107775,107356,106689,109191,108622,108469,107677,108807,108634,108470,107871,111419,110224,110005,108805,92957,92665,92434,91800,119570,119276,118349,118197,131405,128599,128001,127861,131935,131849,131766,130167,147079,146916,145219,144813,119924
68,True,73048,71876,71803,82645,82358,82226,81969,69455,69332,68972,68881,103269,103048,102707,102290,86766,86766,86766,84981,98377,98150,97881,97688,90967,89747,89269,88598,78545,78464,78344,78120,102934,102717,102638,102453,79738,78007,77868,77785,95301,95177,94988,94868,91565,88697,88635,88533,86021,85790,85410,85322,101187,100545,100452,99613,104125,103532,102365,101968,105071,104496,104045,103816,107430,107173,107025,106486,108304,107739,106767,106708,106633,104642,104533,104313,107293,106507,105887,105318,106389,104287,104059,103730,107855,107731,107621,107495,91567,91481,91481,91243,116654,116467,116192,116091,127560,126777,126692,126512,129819,129650,129215,128804,144123
69,True,76714,76291,76064,71011,70190,68575,68317,81433,81121,81023,80921,68688,68114,67191,67106,101746,101746,100268,100268,84803,83050,81386,81197,97479,97012,96663,95998,88518,88420,88153,88043,77626,77192,76769,76580,100842,100238,99969,99815,77554,77020,76888,76703,94516,93158,92963,91231,87028,86796,86410,85754,84985,84619,84399,84111,98872,98673,97544,97102,100494,100361,100144,99333,103211,103049,102829,102731,104187,103991,103909,103763,106387,106241,105992,105414,103288,103177,102068,101732,103912,103685,103608,102628,102983,102853,101529,101400,107349,107254,106921,106416,91161,90877,90599,90599,115866,114908,113223,111041,124732,122136,121693,121250,128199
70,True,69820,67901,65633,75342,74328,74240,73118,68094,67990,67390,67028,80728,80375,79886,79735,66889,66691,66691,66133,100195,98973,98422,96506,80774,80433,79663,78904,94310,93484,92832,90868,87521,86021,85798,83013,75176,74403,74186,73353,98890,98579,97363,96910,74914,74597,74207,72702,90586,90499,90283,88224,85302,85106,83424,82549,82845,82633,80493,79952,94722,92445,92141,90440,99024,98887,97606,97539,102519,101785,101542,100804,103126,102473,101226,100824,105123,102900,102185,101386,100465,100335,100082,99649,101485,100704,98681,98030,99639,99066,97279,95766,106005,103232,102438,102191,90381,90060,89710,89615,110068,109488,108466,107599,120627
71,True,51781,50234,49817,65458,65203,64254,63853,71968,71792,70441,69975,66449,65825,64929,63934,79516,78168,78168,76879,65923,65697,65510,64760,96254,95665,95142,95015,77520,75716,75042,73576,88928,88707,88178,86283,82851,82302,81807,81429,73108,72844,72650,70841,94452,93464,91681,91413,72556,72347,71955,70354,85822,85413,83615,82297,81192,80707,80584,79645,79454,79332,79148,79056,89904,89504,89114,88809,96747,94922,94183,93952,100618,100224,98255,96678,99780,99422,98781,98691,101150,100000,99793,97936,99358,99003,98763,98384,97337,95361,95138,95095,95611,93446,93116,92846,101088,100043,98896,98407,89384,88884,87956,87203,107456
72,True,48760,48697,48650,49567,49457,49353,49201,63109,62806,62566,61974,69786,69518,68938,68651,63729,63564,63297,62602,76710,76212,74431,72950,64012,63743,62918,62392,94202,92466,90913,89632,72641,72580,71369,71298,84327,83789,83567,83447,80518,80360,79948,79705,70810,70606,70195,69778,91105,90747,89720,88318,70015,69444,69158,67514,81943,81374,78307,77910,79431,79213,77979,77078,78902,77146,76786,75780,87821,85797,84231,83835,92489,91548,90988,90502,96478,95974,94843,94574,96301,96039,95950,95204,97647,97389,96994,96850,97724,97431,97041,96684,94673,94494,94152,92414,92395,91704,91198,89677,97503,96195,95883,95527,85589
73,True,50258,48209,48071,48542,48113,47912,47071,48985,47407,46753,46560,61671,61386,61087,60740,68475,68475,68315,67102,61323,61218,60944,60821,72844,72338,72014,71905,62268,62170,61850,61659,88408,88165,86719,86143,70633,70561,69574,69394,82586,82317,81755,80070,78022,77187,76179,76063,69557,69209,69001,68069,88206,87639,87002,86751,66067,65794,65372,64931,76252,75849,75627,75582,76870,76645,76212,75898,74416,74111,73911,73480,83156,82028,81382,81018,90371,90173,89810,89637,94459,94359,94025,93928,92960,92308,91915,91334,96611,95995,95896,95545,96580,95529,95434,93914,92342,90854,90781,90655,89506,89200,88502,87083,93961
74,True,40606,40422,39868,47804,46595,45154,44937,46793,46125,45929,45894,46429,46323,45420,44541,60550,60550,60219,60056,66975,64776,64642,64486,59148,58853,58659,58500,71600,71499,71046,70962,61593,60757,60627,60133,85368,85081,84977,82700,67414,66277,65131,64924,79756,79436,77996,77058,75626,74975,74869,74497,67565,67428,66742,66505,86548,86151,85842,85600,64413,64132,61793,61693,73470,73110,72875,72765,75516,75013,74687,72222,73380,72811,72361,72189,80932,80230,79595,79099,87803,87053,86947,85885,91913,91065,90262,89593,90020,89937,89252,88311,95223,95108,93920,93632,93358,92439,91363,91272,90040,89866,89572,88262,86866
75,True,47336,47006,46549,38075,37982,36793,36113,44133,42118,41856,39749,45727,45052,44944,44523,41673,40384,39875,39770,59928,59761,59126,58713,62491,61120,60370,60059,58250,57085,56526,55613,68936,67739,67586,67239,59662,59577,58495,58302,82078,81064,79440,78919,63313,62544,62116,61791,76403,75530,75084,74478,73540,72110,71818,71113,65440,64856,64331,61551,83471,83064,82122,81028,59748,58881,58607,58364,71945,70181,69962,69618,72020,67870,67165,65430,71509,70754,70376,69269,75653,75321,75081,74077,85166,84560,82442,80766,88676,87645,86576,86238,88077,87716,85717,85437,91541,90294,89450,88862,88774,86182,83563,82941,87539
76,True,40330,39931,39430,46430,45355,45066,44939,35815,34815,34549,34297,39305,39203,38647,37130,42749,42071,42071,40377,38708,38034,36576,36086,58086,57158,57013,56218,58163,57789,55932,54543,54662,54156,53869,53632,66169,64633,63132,62542,57800,57552,57201,56801,76933,75332,74956,73789,61499,60971,60808,59216,73673,72909,72582,71751,70084,69370,68493,68159,61357,61150,60748,59775,80701,79487,77414,76946,56952,56668,56297,55573,69063,68124,67611,66458,64083,62024,61715,61517,68926,68480,66269,65998,73811,73586,71522,71197,80282,79997,78887,78183,85190,84012,83623,82700,84234,83976,82820,81988,86893,86447,84264,83077,81021
77,True,38320,38227,37874,39055,38845,38706,38501,44616,44330,44245,43121,34144,33930,33743,33530,36405,35965,35882,35779,40180,38910,36669,36578,35655,35381,33906,33109,55974,55023,54886,54120,52964,52736,50890,49784,53309,53126,52760,52444,62152,61844,60630,60229,55893,53753,52885,52573,73410,72478,72068,71441,58787,58428,56487,56149,69379,69087,68795,68380,67855,67382,67159,66938,59549,58627,58294,56959,76558,75803,75492,74841,55068,54727,52951,52845,65856,64299,62365,62033,61002,60244,59837,59201,65643,65232,63447,63365,70756,70089,69381,67054,77602,76594,75709,75369,82169,80177,79488,78801,81621,80694,80162,79562,80756
78,True,35829,35631,35371,36915,36228,36130,34537,38005,37696,37354,35983,42813,42040,41689,41525,32830,32709,32621,31616,35779,35658,34760,34422,34758,34462,34281,34153,32911,32710,31927,31802,54011,53603,53087,50831,48543,48235,47872,47379,52242,51855,49993,49595,58377,58125,57999,56485,52327,50773,49671,49168,70909,70589,70174,69929,54454,54092,53787,53681,66573,65642,65441,63945,66565,65736,64670,64217,56723,56343,55677,55401,73521,71856,70596,67988,52345,51821,51601,49750,60364,59569,59430,59039,58791,58200,56223,55194,62640,62401,61872,60513,66529,64176,62939,62659,74859,72819,72449,72225,78527,74605,74371,73815,77719
79,True,35127,34938,34762,34711,33991,33243,33018,33023,31701,30968,30757,35779,35506,35044,33384,40713,40517,40454,40363,31418,30880,30764,30646,34333,34271,33390,32405,33747,33571,33460,33099,31756,31681,31320,29878,50033,49796,49328,48263,45648,45421,45117,44364,47941,47888,47702,47174,56346,56178,55413,55363,49054,48947,48617,46212,69330,68719,67098,66590,53546,53160,51944,50527,61859,59756,58117,56335,62164,60996,60479,59868,54947,54173,53715,53442,67779,67582,67029,65340,48033,47963,47855,47474,58583,58030,57728,57024,54863,53970,53683,53607,60290,59964,58188,57732,60900,59694,59546,57965,71722,70288,70217,67855,73552
80,True,26940,25907,25107,34560,33243,31854,31559,32143,31201,30554,29148,29039,27721,27516,26284,31801,31717,31585,31362,39120,38298,37521,36681,30210,29455,28726,28571,32230,30848,29060,28957,32611,31746,29736,29115,29710,29209,29122,28882,46294,45967,44012,43165,43680,43177,42729,41038,47006,45409,43802,43547,54495,53632,53127,51682,45913,45061,43180,42834,64158,63188,62471,62000,50039,49805,47799,46372,55734,55449,54908,53450,58898,57474,56317,55738,52552,51259,50889,50570,63632,62888,61011,59359,46617,46291,45732,43775,56019,53901,53346,52862,53300,52525,49798,49423,57347,56136,53990,50686,56901,55749,55060,53000,65070
81,True,32884,31807,30730,24777,24566,24379,24196,30457,29527,28948,28038,28196,27900,27610,27079,24611,24154,24032,24032,31175,29473,29283,28969,35890,34745,34375,33862,28377,27319,27129,27052,28261,27634,27265,26021,28808,27385,26681,26266,28597,28493,27121,26533,42993,41287,40912,40362,38542,37556,35335,34850,43056,40495,40116,39018,50251,47925,46499,44736,42303,41086,39824,39604,61676,60422,59124,57799,45822,45003,43661,43397,52838,52369,51806,50866,54125,53704,53313,52173,49823,48792,48295,47734,56996,55288,54691,53879,42475,41850,41622,41318,51801,50169,48768,47392,48280,46814,46282,45382,49118,48073,47515,45272,51832
